concept_id,category,data_value,gest_value
41043141,CONTRA,N/A,
41043142,CONTRA,N/A,
41043143,CONTRA,N/A,
41044845,CONTRA,N/A,
41044981,CONTRA,N/A,
41046615,CONTRA,N/A,
41046808,CONTRA,N/A,
41046810,CONTRA,N/A,
41046839,CONTRA,N/A,
41047408,CONTRA,N/A,
41047409,CONTRA,N/A,
41047410,CONTRA,N/A,
41047423,CONTRA,N/A,
41047504,CONTRA,N/A,
41047510,CONTRA,N/A,
41047511,CONTRA,N/A,
41047657,CONTRA,N/A,
41047658,CONTRA,N/A,
41047659,CONTRA,N/A,
41047660,CONTRA,N/A,
41047878,CONTRA,N/A,
41048670,CONTRA,N/A,
41048671,CONTRA,N/A,
41048918,CONTRA,N/A,
41050096,CONTRA,N/A,
41050097,CONTRA,N/A,
41050098,CONTRA,N/A,
41050162,CONTRA,N/A,
41050594,CONTRA,N/A,
41050595,CONTRA,N/A,
41050596,CONTRA,N/A,
41050597,CONTRA,N/A,
41050598,CONTRA,N/A,
41050599,CONTRA,N/A,
41050600,CONTRA,N/A,
41050601,CONTRA,N/A,
41050603,CONTRA,N/A,
41050677,CONTRA,N/A,
41050678,CONTRA,N/A,
41050679,CONTRA,N/A,
41050747,CONTRA,N/A,
41050802,CONTRA,N/A,
4318553,POST,N/A,
192694,LDEL,N/A,
138811,POST,N/A,
3025866,DIAB,N/A,
195025,DELIV,N/A,
4328870,POST,N/A,
438481,DELIV,N/A,
435879,DELIV,N/A,
444245,PCOMP,N/A,
73538,DELIV,N/A,
21177859,CONTRA,N/A,
21177861,CONTRA,N/A,
21177865,CONTRA,N/A,
21177879,CONTRA,N/A,
21177885,CONTRA,N/A,
21177887,CONTRA,N/A,
21177889,CONTRA,N/A,
21177890,CONTRA,N/A,
21177891,CONTRA,N/A,
21177893,CONTRA,N/A,
21177898,CONTRA,N/A,
21177913,CONTRA,N/A,
21177920,CONTRA,N/A,
21177922,CONTRA,N/A,
21177924,CONTRA,N/A,
21177930,CONTRA,N/A,
21177931,CONTRA,N/A,
21177932,CONTRA,N/A,
21177937,CONTRA,N/A,
21177939,CONTRA,N/A,
21177940,CONTRA,N/A,
21177941,CONTRA,N/A,
40162216,CONTRA,N/A,
40162217,CONTRA,N/A,
40163796,CONTRA,N/A,
40163809,CONTRA,N/A,
40163810,CONTRA,N/A,
40164959,CONTRA,N/A,
40164960,CONTRA,N/A,
40164961,CONTRA,N/A,
40164962,CONTRA,N/A,
40164963,CONTRA,N/A,
40164964,CONTRA,N/A,
40164965,CONTRA,N/A,
40164966,CONTRA,N/A,
40164967,CONTRA,N/A,
40164968,CONTRA,N/A,
40164969,CONTRA,N/A,
40164970,CONTRA,N/A,
40164971,CONTRA,N/A,
40164972,CONTRA,N/A,
40164973,CONTRA,N/A,
40164974,CONTRA,N/A,
40164975,CONTRA,N/A,
40164976,CONTRA,N/A,
40165031,CONTRA,N/A,
40165032,CONTRA,N/A,
40165033,CONTRA,N/A,
40168757,CONTRA,N/A,
40168758,CONTRA,N/A,
40168780,CONTRA,N/A,
40168781,CONTRA,N/A,
40172848,CONTRA,N/A,
40175962,CONTRA,N/A,
40220771,CONTRA,N/A,
40220772,CONTRA,N/A,
40220773,CONTRA,N/A,
40220774,CONTRA,N/A,
40221097,CONTRA,N/A,
40221098,CONTRA,N/A,
40221101,CONTRA,N/A,
40221102,CONTRA,N/A,
40221144,CONTRA,N/A,
40221145,CONTRA,N/A,
40221146,CONTRA,N/A,
40221409,CONTRA,N/A,
40223052,CONTRA,N/A,
40224108,CONTRA,N/A,
40224109,CONTRA,N/A,
40224132,CONTRA,N/A,
40224133,CONTRA,N/A,
40224654,CONTRA,N/A,
40224655,CONTRA,N/A,
40224656,CONTRA,N/A,
40224657,CONTRA,N/A,
40224753,CONTRA,N/A,
40224754,CONTRA,N/A,
40224755,CONTRA,N/A,
40224756,CONTRA,N/A,
40224787,CONTRA,N/A,
40224788,CONTRA,N/A,
40224789,CONTRA,N/A,
40224790,CONTRA,N/A,
40224791,CONTRA,N/A,
40224792,CONTRA,N/A,
